1,39961.00,39962.00
2,39967.00,39969.00
3,39971.00,39974.00
4,39975.00,39977.00
5,39980.00,39983.00
6,39987.00,39990.00
7,39994.00,39995.00
8,40002.00,40004.00
9,40009.00,40010.00
10,40016.00,40018.00
11,40023.00,40023.00
12,40024.00,40024.00
13,40030.00,40032.00
14,40043.00,40045.00
15,40065.00,40068.00
